user_id,avg_memory,wall_clock,system_time,blanks,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
TheParadoxTurtle,0,0.07,0.00,2,-,Java,13,0,0,0,0,0,0,64,0,997,24572,0.06
TheSavageKoder,0,0.00,0.00,5,-,C++,21,0,0,0,0,0,22,0,0,11008,2464,0.00
TheTaintedOne,0,0.00,0.00,13,2.7,Python,19,8,0,0,0,0,11,0,0,908,6604,0.00
TheYen,0,0.00,0.00,4,-,C++,50,0,0,0,0,0,1,0,0,11376,2324,0.00
Theertha,0,0.00,0.00,1,-,C++,33,0,0,0,0,136,0,0,0,21864,2480,0.00
Theorem,0,0.00,0.00,10,-,C++,29,0,0,0,0,0,0,0,0,10144,2472,0.00
ThetaGo,0,0.00,0.00,1,-,C++,14,0,0,0,0,0,0,0,0,9912,2480,0.00
ThierryV,0,0.00,0.00,54,2.7,Python,183,16,0,0,0,0,37,0,0,8782,6872,0.00
ThinkPadLover600,0,0.00,0.00,6,2.7,Python,20,8,0,0,0,0,0,0,0,1127,6596,0.00
ThreeFx,-,-,-,15,-,C#,79,-,1,-,-,1,3,-,-,5632,-,-
Thuyen,0,0.01,0.00,11,-,C++,43,0,0,0,0,0,0,0,0,9544,2520,0.00
TimeDragon,0,0.00,0.00,1, lm ,C,23,0,0,0,0,0,0,0,0,7456,1344,0.00
TimonKnigge,0,0.00,0.00,10,-,C++,50,0,0,0,0,0,0,0,0,10272,2528,0.00
Tinkerbell,0,0.00,0.00,20,-,C++,60,0,0,0,0,0,7,0,0,10496,2460,0.00
Tinysun,0,0.00,0.00,18,-,C++,70,0,0,0,0,0,1,0,0,9888,2716,0.00
Tish,0,0.00,0.00,31,-,C++,181,0,0,0,0,0,8,0,0,48880,2504,0.00
TisteAndii,0,0.00,0.00,3,2.7,Python,16,0,0,0,0,0,0,0,0,646,6344,0.00
Toby,0,0.00,0.00,9,-,C++,33,0,0,0,0,0,0,0,0,10024,2332,0.00
Tombana,0,0.00,0.00,7,-,C++,16,144,0,0,0,0,27,0,1,9960,2328,0.00
Tomi,0,0.00,0.00,6,-,C++,48,0,0,0,0,0,0,0,0,8704,2280,0.00
Tomtomgo,-,-,-,40,3.5,Python,27,-,1,-,-,1,17,-,-,-,-,-
Tongcheng,0,0.07,0.01,32,-,Java,23,0,0,0,0,0,10,72,0,1251,24468,0.05
TonyHSU,0,0.00,0.00,1,-,C++,20,0,0,0,0,0,0,0,0,7208,2280,0.00
Topkun,-,-,-,12,System.Windows,C#,37,-,1,-,-,-1,4,-,-,-,-,-
TorZ,0,0.00,0.00,3,-,C++,27,0,0,0,0,0,2,0,0,8296,2752,0.00
Torden,0,0.04,0.00,17,-,Java,51,0,0,0,0,0,0,64,0,1939,21444,0.04
Torstein,0,0.00,0.00,5,2.7,Python,20,8,0,0,0,0,11,0,0,1117,6540,0.00
Toshico,0,0.06,0.01,8,-,Java,36,0,0,0,0,1,0,64,0,2125,21400,0.04
TrentonO,-,-,-,11,2.7,Python,12,-,0,-,-,1,2,-,-,921,-,-
TrevorDasch,-,-,-,14,-,C#,55,-,1,-,-,1,2,-,-,4096,-,-
Trexer,0,0.04,0.00,5,-,Java,24,0,0,0,0,1,0,64,0,1042,21264,0.04
Troublemaker,0,0.00,0.00,33,-,C++,77,0,0,0,0,136,4,0,0,12440,2428,0.00
TrungHieu11,0,0.05,0.00,18,-,Java,154,8,0,0,0,1,5,64,0,1614,21756,0.04
TryAndSee,0,0.00,0.00,4,-,C++,27,0,0,0,0,136,2,0,0,11296,2336,0.00
Tsirif,0,0.00,0.00,1,2.7,Python,14,8,0,0,0,0,2,0,0,546,6464,0.00
Turi,0,0.00,0.00,20,-,C++,71,0,0,0,0,0,4,0,0,11088,6720,0.00
Tutorial,0,0.01,0.00,2,3.5,Python,4,0,0,0,0,0,0,0,0,444,7892,0.01
TwoFx,-,-,-,17,-,C#,103,-,1,-,-,1,0,-,-,6656,-,-
TwoTonTunic,0,0.00,0.00,4,-,C++,12,0,0,0,0,0,0,0,0,10016,2376,0.00
Undefined,0,0.00,0.00,2,-,C++,13,0,0,0,0,0,0,0,0,9336,2588,0.00
Uriel,0,0.00,0.00,3,-,C++,28,0,1,0,0,127,1,0,0,-,1412,0.00
UseWits,0,0.00,0.00,11,-,C++,64,0,0,0,0,0,10,0,0,19864,2388,0.00
Uyas,0,0.00,0.00,7,-,C++,73,0,0,0,0,0,7,0,0,11680,2628,0.00
VArtem,0,0.05,0.00,12,-,Java,66,0,0,0,0,0,2,64,0,1765,21596,0.05
VB179,0,0.00,0.00,3,-,C++,26,0,0,0,0,0,0,0,0,10144,2480,0.00
ValenKof,-,-,-,9,-,C++,46,-,1,-,-,-1,3,-,-,-,-,-
Vaness,0,0.00,0.00,3,-,C++,18,0,0,0,0,0,0,0,0,9944,2440,0.00
VanillaMilkTea,0,0.00,0.00,12,-,C++,37,0,1,0,0,127,0,0,0,-,1432,0.00
Venox,0,0.04,0.00,16,2.7,Python,24,0,0,0,0,0,5,8,0,1274,19480,0.03
VeryBigMan,0,0.00,0.00,0,-,C++,26,0,0,0,0,0,0,0,0,10048,2484,0.00
Vesuvius,0,0.00,0.00,1,-,C++,14,0,0,0,0,0,0,0,0,8104,2580,0.00
Vib11,0,0.00,0.00,3,-,C++,22,0,0,0,0,0,1,0,0,10048,2484,0.00
VinyleEm,0,3.69,0.00,19,-,C++,69,0,0,0,0,0,0,0,0,10408,10676,3.67
VishalTheBeast,0,0.00,0.00,0,-,C++,26,0,0,0,0,0,0,0,0,11072,2480,0.00
Vishap,0,0.00,0.00,24,-,C++,116,0,0,0,0,0,13,0,0,17392,2488,0.00
VisualPaul,-,-,-,2,2.7,Python,19,-,0,-,-,1,0,-,-,1050,-,-
Vitaliy,0,0.00,0.00,2,,C,25,0,0,0,0,0,0,0,0,7584,1392,0.00
VittorioIt,0,0.02,0.00,1,-,C#,43,0,0,0,0,0,0,8,0,3584,10420,0.02
Volkyoe,0,0.00,0.00,0,-,C++,16,0,0,0,0,0,0,0,0,7904,2136,0.00
VuryLeo,0,0.00,0.00,2,2.7,Python,15,8,0,0,0,0,0,0,0,676,6368,0.00
Vytis,0,0.00,0.00,5,2.7,Python,21,8,0,0,0,0,1,0,0,1147,6476,0.00
WARLOCK,0,0.00,0.00,7,-,C++,50,0,0,0,0,0,0,0,0,9968,2368,0.00
Wada,-,-,-,20,-,C#,69,-,1,-,-,-1,19,-,-,-,-,-
Wain,0,0.00,0.00,30,-,C++,86,0,0,0,0,0,11,0,0,10336,2452,0.00
WarriorWithin,0,0.00,0.00,10,-,C++,42,0,0,0,0,0,0,0,0,9960,2616,0.00
Weiheng,0,0.00,0.00,4,-,C++,29,0,0,0,0,0,0,0,0,9952,2612,0.00
Weijie,0,0.00,0.00,4,-,C++,22,0,0,0,0,0,0,0,0,7384,2344,0.00
WenStrong,0,0.05,0.00,2,-,Java,34,0,0,0,0,0,0,64,0,1261,21560,0.04
WenX,0,0.00,0.00,2,-,C++,23,0,0,0,0,0,0,0,0,9992,2588,0.00
Werkov,0,0.00,0.00,4,2.7,Python,13,8,0,0,0,0,0,0,0,790,6308,0.00
Whalanator,0,0.00,0.00,1,-,C++,11,0,0,0,0,0,0,0,0,9920,2376,0.00
WhyNot,0,0.00,0.00,5,-,C++,15,0,0,0,0,0,0,0,0,7240,2256,0.00
Winsen,0,0.00,0.00,1,-,C++,23,0,0,0,0,0,0,0,0,10984,2380,0.00
WishMaster,-,-,-,10,-,C++,23,-,1,-,-,-1,2,-,-,-,-,-
Wsxhwyy,0,0.00,0.00,2,-,C++,23,0,0,0,0,0,1,0,0,9960,2616,0.00
Wyte,0,0.00,0.00,1,-,C++,38,0,0,0,0,0,0,0,0,11072,2412,0.00
XDannyOrz,0,0.00,0.00,7,,C,24,0,0,0,0,139,5,0,0,7416,1440,0.00
Xanathor,0,0.00,0.00,21,-,C++,50,0,0,0,0,0,4,0,0,9504,2436,0.00
XanderZonneveld,0,0.11,0.00,11,-,Java,30,0,0,0,0,0,2,64,0,1189,29512,0.10
XeR,0,0.00,0.00,9,,C,28,0,0,0,0,0,1,0,0,7176,1380,0.00
Xenophile,-,-,-,14,-,C#,84,-,1,-,-,-1,1,-,-,-,-,-
Xiaowei,0,0.00,0.00,17,-,C++,40,0,0,0,0,0,2,0,0,10184,2472,0.00
Ximera,0,0.00,0.00,6,-,C++,26,0,0,0,0,0,2,0,0,11096,2452,0.00
YOBA,0,0.01,0.00,1,3.5,Python,4,0,0,0,0,0,0,0,0,428,7804,0.00
YXR,0,0.00,0.00,3,-,C++,23,0,0,0,0,0,0,1328,0,8544,2604,0.00
YYOne,0,0.00,0.00,33,-,C++,113,0,0,0,0,0,1,0,0,13480,2616,0.00
Yak,-,-,-,16,-,C++,51,-,1,-,-,-1,3,-,-,-,-,-
Yan418,0,0.00,0.00,4,-,C++,63,0,0,0,0,0,0,0,0,10672,2620,0.00
Yarin,-,-,-,2,-,Java,3,-,0,-,-,-1,18,-,-,1774,-,-
Ydrojen,0,0.05,0.00,25,-,Java,140,0,1,0,0,1,2,64,0,2436,21612,0.04
Yen,0,0.00,0.00,4,-,C++,29,0,0,0,0,0,0,0,0,10104,2480,0.00
Ygge,0,0.06,0.01,6,-,Java,28,0,0,0,0,0,0,72,0,1516,21832,0.04
YixianChen,0,0.00,0.00,5,2.7,Python,23,8,0,0,0,0,5,0,0,1887,6800,0.00
YousefSalama,0,0.00,0.00,8,-,C++,49,0,0,0,0,0,1,0,0,10056,2600,0.00
Yusan,0,0.00,0.00,4,2.7,Python,9,8,0,0,0,0,2,0,0,629,6564,0.00
Yuxiang,0,0.00,0.00,1,-,C++,28,0,0,0,0,0,0,0,0,12384,2512,0.00
Yuzuki,0,0.00,0.00,0,-,C++,18,0,0,0,0,0,0,0,0,8088,2608,0.00
Z0RR0,0,0.50,0.03,7,-,C++,47,0,0,0,0,0,0,137160,0,9776,2616,0.45
ZAB,0,0.00,0.00,12,-,C++,54,0,0,0,0,0,2,0,0,12128,2636,0.00
ZILIANG,0,0.00,0.00,8,2.7,Python,24,8,0,0,0,0,0,0,0,1373,6500,0.00
ZPJ,0,0.00,0.00,2,-,C++,25,0,0,0,0,0,0,0,0,11096,2492,0.00
Zacky,0,0.00,0.00,20,-,C++,50,0,0,0,0,0,114,0,0,8960,2600,0.00
Zaic,0,0.00,0.00,9,-,C++,40,0,0,0,0,0,0,0,0,17744,2500,0.00
Zapata,0,0.08,0.01,17,-,Java,45,0,0,0,0,0,3,64,0,1670,24628,0.06
Zark,0,0.00,0.00,30,-,C++,192,0,0,0,0,0,0,0,0,11664,2528,0.00
ZeRoGerc,0,0.00,0.00,5,-,C++,20,0,0,0,0,0,0,0,0,10088,2540,0.00
Zengineer,0,0.00,0.00,7,2.7,Python,20,0,0,0,0,0,0,8,0,745,6508,0.00
Zephyr111,-,-,-,7,2.7,Python,35,-,0,-,-,1,4,-,-,2058,-,-
Zepp,0,0.05,0.00,17,-,Java,96,0,0,0,0,1,3,64,0,2785,21436,0.03
ZeroTone,0,0.00,0.00,7,-,C++,49,0,0,0,0,0,0,0,0,30912,2480,0.00
ZetaTwo,0,0.00,0.00,6,-,C++,30,0,0,0,0,0,2,0,0,10000,2492,0.00
ZhNV,0,0.00,0.00,8,-,C++,58,0,0,0,0,0,1,0,0,10744,2548,0.00
Zimmux,0,0.01,0.00,2,2.7,Python,7,8,0,0,0,0,0,0,0,653,6360,0.00
Zolmeister1,0,0.00,0.00,11,2.7,Python,25,0,0,0,0,0,1,8,0,1095,6632,0.00
ZooL,0,0.00,0.00,15,-,C++,83,0,0,0,0,136,6,0,0,9032,2324,0.00
Zrp,0,0.00,0.00,2,-,C++,19,0,0,0,0,0,0,0,0,8232,2696,0.00
Zwergesel,0,0.00,0.00,3,-,C++,30,0,0,0,0,0,0,0,0,10008,2588,0.00
a1ex,-,-,-,9,2.7,Python,22,-,0,-,-,1,0,-,-,1422,-,-
aPoCaLYpSe,-,-,-,11,2.7,Python,48,-,0,-,-,1,3,-,-,2475,-,-
aabhishek007,0,0.05,0.00,32,-,Java,91,0,1,0,0,1,13,64,0,2560,21704,0.04
aan93,0,0.00,0.00,0,-,C++,24,0,0,0,0,0,0,0,0,10272,2468,0.00
aaronzlq,0,0.00,0.00,20,-,C++,24,0,0,0,0,0,7,0,0,8328,2536,0.00
aashima333,0,4.42,3.17,15,-,C++,23,0,0,0,0,0,0,137176,0,10056,2612,1.25
aashishrathi,0,0.00,0.00,2,-,C++,13,0,-15,0,0,0,0,0,0,9344,2516,0.00
abbasc,0,0.00,0.00,7,-,C++,26,0,0,0,0,0,1,0,0,12648,2548,0.00
abc3141,0,0.00,0.00,0,-,C++,29,0,0,0,0,0,1,0,0,10464,2540,0.00
abcd10,0,0.00,0.00,13,-,C++,52,0,0,0,0,0,0,1328,0,10200,2812,0.00
abcnet,-,-,-,9,-,C++,38,-,1,-,-,-1,12,-,-,-,-,-
abear888,0,0.05,0.00,1,-,Java,36,0,0,0,0,0,0,72,0,1647,21560,0.04
abhay11,0,0.07,0.00,2,-,Java,18,0,0,0,0,0,1,64,0,1001,24388,0.07
abhay26,0,0.00,0.00,0,-,C++,68,0,-15,0,0,127,7,0,0,-,1384,0.00
abhaygarg,0,0.00,0.00,1,-,C++,31,0,0,0,0,136,0,0,0,9784,2448,0.00
abhi270595,0,0.00,0.00,2,-,C++,20,0,0,0,0,0,0,0,0,11072,2372,0.00
abhiraj26,0,0.00,0.00,3,-,C++,37,0,0,0,0,0,0,1328,0,8736,2536,0.00
abhisar17,0,0.00,0.00,8,-,C++,81,0,0,0,0,0,3,0,0,8816,2628,0.00
abhishek12,0,0.00,0.00,4,-,C++,41,0,0,0,0,0,0,1520,0,11600,2488,0.00
abhishekbiyala,0,0.05,0.00,10,-,Java,26,0,0,0,0,1,4,64,0,1396,21528,0.04
abhishekgarg2009,0,0.00,0.00,0,-,C++,33,0,0,0,0,0,0,0,0,8224,2672,0.00
abhishekmitro,0,0.04,0.00,9,-,Java,23,0,0,0,0,1,0,64,0,1196,21376,0.04
abhisheksaini,0,0.00,0.00,2,-,C++,17,0,0,0,0,0,0,0,0,9912,2508,0.00
abrackadabra,0,0.05,0.00,42,-,Java,163,0,0,0,0,1,5,64,0,1614,21508,0.04
abshkmodi,0,0.00,0.00,26,-,C++,54,0,0,0,0,0,0,0,0,11104,2492,0.00
ac517,-,-,-,10,-,C++,96,-,1,-,-,-1,0,-,-,-,-,-
acguy,0,0.00,0.00,1,-,C++,13,0,0,0,0,0,0,0,0,8200,2688,0.00
addie9000,0,0.01,0.00,9,2.7,Python,15,8,0,0,0,0,0,0,0,1110,6480,0.00
adelnobel,0,6.27,3.23,9,-,C++,79,0,0,0,0,0,16,137200,0,35552,2520,3.03
adilliadil,0,0.08,0.02,15,-,Java,69,0,0,0,0,0,0,64,0,1583,24528,0.05
adityaakash,0,0.02,0.00,6,-,C++,40,0,0,0,0,0,28,0,0,8200,2672,0.00
adityajain95,0,0.00,0.00,3,-,C++,24,0,0,0,0,0,0,1328,0,9776,2604,0.00
adityapande,0,0.00,0.00,22,-,C++,44,0,0,0,0,0,27,0,0,9832,2528,0.00
adityavikram,0,0.00,0.00,43,-,C++,228,0,0,0,0,0,35,0,0,103704,2520,0.00
adnaan1703,0,0.00,0.00,14,-,C++,40,0,0,0,0,134,8,0,0,11712,2484,0.00
adnim7,0,0.00,0.00,8,-,C++,28,0,0,0,0,0,4,0,0,10104,2464,0.00
adubs,0,0.05,0.00,2,-,Java,20,0,0,0,0,1,0,64,0,1210,21272,0.04
adyscz,0,0.00,0.00,4,-,C++,38,0,0,0,0,0,0,0,0,10040,2472,0.00
aekt,0,0.00,0.00,1,-,C++,15,0,0,0,0,0,0,0,0,7208,2352,0.00
aelci,0,0.00,0.00,12,-,C++,42,0,0,0,0,136,1,0,0,18184,2412,0.00
afedulin,0,0.59,0.00,10,-,C++,114,0,0,0,0,0,3,0,0,11952,3232,0.58
agaga,0,0.00,0.00,0,-,C++,16,0,0,0,0,0,0,0,0,7216,2280,0.00
aggelgian,0,0.01,0.00,4,2.7,Python,13,8,0,0,0,0,2,0,0,931,6464,0.00
agkdc,-,-,-,6,2.7,Python,19,-,0,-,-,1,4,-,-,992,-,-
agural,0,0.00,0.00,2,-,C++,26,0,-15,0,0,127,0,0,0,-,1428,0.00
agw,0,0.00,0.00,13,-,C++,36,0,0,0,0,0,0,0,0,10208,2636,0.00
ahmedhamed,0,0.00,0.00,3,-,C++,15,0,0,0,0,136,0,0,0,11208,2348,0.00
ajkrish95,0,0.00,0.00,11,-,C++,52,0,0,0,0,0,0,0,0,9288,2508,0.00
akaki,0,0.00,0.00,4,-,C++,24,0,0,0,0,0,0,0,0,10696,2612,0.00
akashin,0,0.00,0.00,11,-,C++,51,0,0,0,0,136,4,0,0,14848,2300,0.00
akhtyamovpavel,0,0.00,0.00,11,-,C++,88,0,0,0,0,0,5,0,0,10648,2476,0.00
aladdin3,0,0.00,0.00,4,2.7,Python,17,0,0,0,0,0,0,8,0,937,6464,0.00
alanubi,0,0.00,0.00,3,-,C++,19,0,0,0,0,0,0,0,0,7448,2452,0.00
alapshin,0,0.00,0.00,8,-,C++,47,0,0,0,0,136,0,0,0,10112,2316,0.00
alculquicondor,0,0.00,0.00,3,-,C++,20,0,0,0,0,0,0,0,0,10200,2524,0.00
aldarel,0,0.00,0.00,2,-,C++,33,0,0,0,0,0,6,0,0,10040,2380,0.00
alexMcCool,0,0.00,0.00,10,-,C++,25,0,0,0,0,0,0,0,0,11784,2620,0.00
alexeyk,0,0.02,0.00,4,-,C#,39,0,0,0,0,0,0,8,0,4096,11080,0.01
alexjthat,0,0.04,0.01,7,-,Java,23,0,0,0,0,1,3,64,0,1225,21616,0.03
alexmat21,0,0.00,0.00,6,-,C++,72,0,0,0,0,0,6,0,0,10040,2616,0.00
aliher1911,0,0.05,0.00,14,-,Java,85,0,0,0,0,0,15,64,0,2439,21540,0.04
alinarezrangel,0,0.00,0.00,3,-,C++,45,0,0,0,0,0,7,0,0,11040,2508,0.00
aliquis,0,0.00,0.00,2,,C,16,0,0,0,0,0,0,0,0,7104,1424,0.00
alison,0,0.00,0.00,1,-,C++,16,0,0,0,0,0,0,0,0,9368,2696,0.00
alittleprogramming,0,0.00,0.00,7,-,C++,63,0,0,0,0,136,8,0,0,8664,2296,0.00
alladdin,0,0.00,0.00,5,-,C++,36,0,0,0,0,0,0,0,0,10232,2576,0.00
allmar11,0,0.04,0.00,16,-,Java,49,0,0,0,0,1,17,64,0,1684,21324,0.04
alsoba,0,0.01,0.00,2,,C,37,0,0,0,0,0,0,0,0,8088,1428,0.00
alterloki,0,0.07,0.00,11,-,Java,60,0,0,0,0,1,4,64,0,2683,21140,0.04
altimin,0,0.00,0.00,5,2.7,Python,10,8,0,0,0,0,0,0,0,916,6408,0.00
amalykh,0,0.00,0.00,9,-,C++,52,0,0,0,0,0,0,0,0,8344,2716,0.00
amharc,0,0.00,0.00,14, lm ,C,39,0,0,0,0,0,0,0,0,7848,1412,0.00
amirka,0,0.04,0.00,19,-,Java,128,0,1,0,0,1,4,64,0,2322,21380,0.04
amitsaharana,0,0.00,0.00,2,-,C++,30,0,0,0,0,0,1,0,0,11144,2460,0.00
amokam,0,0.00,0.00,1,-,C++,21,0,0,0,0,0,0,0,0,7248,2316,0.00
anain,0,4.67,3.36,5,-,C++,25,0,0,0,0,0,0,186432,0,12784,2576,1.19
anan109432,0,0.00,0.00,1,-,C++,26,0,0,0,0,0,0,0,0,11072,2460,0.00
anantsimran,0,0.00,0.00,11,-,C++,99,0,0,0,0,0,4,0,0,8480,2688,0.00
anb,0,0.00,0.00,11,2.7,Python,18,8,0,0,0,0,0,0,0,1958,6400,0.00
and800,-,-,-,8,-,C#,53,-,0,-,-,1,0,-,-,3584,-,-
andic11,0,0.00,0.00,8,-,C++,13,0,0,0,0,136,39,0,0,9984,2296,0.00
andreyv,0,0.00,0.00,3,-,C++,88,0,0,0,0,0,2,0,0,12392,2508,0.00
andriy963,0,0.00,0.00,1,-,C++,47,0,0,0,0,0,0,1328,0,8816,2748,0.00
andyseve,0,0.00,0.00,1,-,C++,38,0,0,0,0,0,0,0,0,9920,2536,0.00
andyyang200,0,0.00,0.00,0,-,C++,57,0,0,0,0,0,1,0,0,10112,2388,0.00
angueln,0,0.00,0.00,3,-,C++,19,0,0,0,0,0,0,0,0,7320,2372,0.00
anhhung4u,0,0.00,0.00,11,-,C++,61,0,0,0,0,0,5,0,0,8680,2600,0.00
aniket20,0,0.00,0.00,1,-,C++,24,0,0,0,0,0,0,0,0,9360,2516,0.00
ankcrimson,0,0.04,0.00,10,-,Java,29,0,0,0,0,1,3,64,0,1422,21472,0.04
ankitg364,0,0.00,0.00,2,-,C++,29,0,0,0,0,0,2,0,0,8136,2580,0.00
ankur014,0,0.00,0.00,10,-,C++,21,0,0,0,0,0,0,0,0,9776,2600,0.00
annaveronika,0,0.00,0.00,8,-,C++,42,0,0,0,0,0,0,0,0,10136,2616,0.00
anonanimal,0,0.08,0.00,11,-,Java,26,0,0,0,0,0,4,64,0,966,24752,0.07
anorange0409,0,0.00,0.00,0,-,C++,20,0,0,0,0,136,0,0,0,8744,2300,0.00
antonpp,0,0.00,0.00,3,-,C++,26,0,0,0,0,0,0,0,0,8808,2380,0.00
anuj000,0,0.00,0.00,0,-,C++,46,0,0,0,0,136,0,0,0,10136,2240,0.00
anuj95,0,0.00,0.00,3,-,C++,115,0,0,0,0,134,2,0,0,11512,2552,0.00
anujbhambhani,-,-,-,3,-,C++,49,-,0,-,-,-15,0,-,-,10024,-,-
anujm08,0,0.00,0.00,2,-,C++,21,0,0,0,0,0,0,0,0,9912,2544,0.00
anuraganand,0,0.00,0.00,14,-,C++,52,0,0,0,0,0,0,0,0,11064,2564,0.00
aphi,0,0.01,0.00,14,2.7,Python,14,8,0,0,0,0,1,0,0,797,6600,0.00
apiapiapiad,0,0.00,0.00,1,-,C++,24,0,0,0,0,0,2,0,0,9904,2716,0.00
apil,-,-,-,4,-,C++,20,-,1,-,-,-1,1,-,-,-,-,-
apronchenkov,0,0.00,0.00,3,-,C++,23,0,0,0,0,0,0,0,0,9920,2388,0.00
aqfaridi,0,0.00,0.00,6,-,C++,54,0,0,0,0,0,0,0,0,10104,2460,0.00
aqu,0,0.00,0.00,3,-,C++,21,0,0,0,0,0,0,0,0,8576,2644,0.00
araver,0,0.05,0.00,15,-,Java,53,0,0,0,0,0,1,72,0,2305,21616,0.04
aravind,0,0.00,0.00,11,-,C++,42,0,0,0,0,0,2,0,0,10424,2588,0.00
arghyasur,0,0.04,0.00,6,-,Java,22,0,0,0,0,0,4,64,0,1307,21348,0.04
argnur,0,0.00,0.00,4,2.7,Python,12,8,0,0,0,0,2,0,0,722,6572,0.00
arjunsanjeev7,0,0.00,0.00,4,-,C++,41,0,0,0,0,0,0,0,0,11072,2372,0.00
arkar,0,0.00,0.00,6,2.7,Python,15,8,0,0,0,0,0,0,0,584,6452,0.00
arrata,0,0.00,0.00,3,-,C++,28,0,0,0,0,0,0,0,0,9968,2540,0.00
artheru,0,0.00,0.00,3,-,C++,19,0,0,0,0,0,0,0,0,10512,2484,0.00
arthurpd,0,0.00,0.00,4,-,C++,30,0,0,0,0,0,0,0,0,7744,2344,0.00
aruff1,0,0.00,0.00,0,2.7,Python,3,8,0,0,0,0,0,0,0,380,6544,0.00
asdsteven,0,0.00,0.00,2,-,C++,14,0,0,0,0,0,0,0,0,7312,2344,0.00
ashish1610,0,0.00,0.00,0,-,C++,44,0,0,0,0,0,5,0,0,11168,2636,0.00
ashishn42,0,0.00,0.00,1,-,C++,19,0,0,0,0,0,0,0,0,11072,2480,0.00
ashkan13,0,0.00,0.00,9,-,C++,37,0,0,0,0,0,10,0,0,10552,2380,0.00
ashoka1980,0,0.00,0.00,5,,C,18,0,0,0,0,0,0,0,0,7392,1392,0.00
ashwini007k,0,0.00,0.00,0,-,C++,17,0,0,0,0,0,0,8,0,11168,2480,0.00
asjchen,0,0.00,0.00,3,-,C++,25,0,0,0,0,136,1,0,0,10696,2448,0.00
asterius,0,0.00,0.00,0,-,C++,21,0,0,0,0,0,0,0,0,9504,2536,0.00
astrid,0,0.00,0.00,6,-,C++,61,0,0,0,0,0,0,0,0,10048,2332,0.00
asundqui,0,0.00,0.00,2,-,C++,18,0,0,0,0,0,0,0,0,9912,2544,0.00
asvikr,-,-,-,4,-,C++,29,-,0,-,-,-15,0,-,-,11256,-,-
at1,0,0.00,0.00,8,-,C++,42,0,0,0,0,0,4,0,0,10112,2716,0.00
athoscouto,0,0.00,0.00,5,-,C++,14,0,0,0,0,0,0,0,0,9336,2700,0.00
aurinegro,0,0.00,0.00,8,-,C++,59,0,0,0,0,0,0,0,0,10072,2636,0.00
av159,0,0.00,0.00,3,-,C++,14,0,0,0,0,0,0,0,0,11392,2540,0.00
avakar,0,0.00,0.00,2,2.7,Python,14,8,0,0,0,0,0,0,0,685,6348,0.00
avelino2013,0,0.01,0.00,1,-,C++,13,0,0,0,0,0,0,0,0,9344,2672,0.00
averm,0,0.04,0.00,10,-,Java,52,0,0,0,0,0,9,64,0,2133,21388,0.04
avi28,0,0.00,0.00,0,,C,18,0,0,0,0,0,0,0,0,7080,1368,0.00
aviaryan,0,0.00,0.00,6,-,C++,25,0,0,0,0,136,3,0,0,11424,2328,0.00
avoronov,0,0.00,0.00,4,-,C++,22,0,0,0,0,0,0,0,0,10016,2388,0.00
avv,0,0.00,0.00,11,-,C++,47,0,0,0,0,0,2,0,0,10440,2544,0.00
ayemos,0,0.05,0.00,20,-,Java,76,0,0,0,0,0,3,64,0,3224,21328,0.04
ayon,0,0.01,0.00,21,-,C++,50,0,0,0,0,0,1,1328,0,8792,2668,0.00
ayusha,0,0.00,0.00,0,-,C++,17,0,0,0,0,0,0,0,0,9960,2572,0.00
azlhust,0,0.00,0.00,3,-,C++,16,0,0,0,0,0,0,0,0,7680,2276,0.00
b123,0,0.00,0.00,11,-,C#,61,0,0,0,0,1,5,0,0,4608,9448,0.00
babu008,0,0.00,0.00,1,-,C++,24,0,0,0,0,0,0,0,0,10968,2548,0.00
backsider,0,0.00,0.00,0,-,C++,38,0,0,0,0,0,3,0,0,10264,2392,0.00
bakesz,0,0.05,0.00,8,-,Java,34,0,0,0,0,1,9,64,0,1174,21620,0.04
balee,0,0.08,0.00,3,-,Java,20,0,0,0,0,0,0,64,0,1586,24760,0.07
bananaphone,0,0.00,0.00,4,2.7,Python,19,8,0,0,0,0,0,0,0,1143,6388,0.00
baneling100,0,0.00,0.00,5,-,C++,12,0,0,0,0,0,2,0,0,7392,2344,0.00
barryd,0,0.01,0.00,27,2.7,Python,77,8,0,0,0,0,8,0,0,4183,7076,0.00
bartkaw,0,0.00,0.00,0,-,C++,24,0,0,0,0,0,0,0,0,10040,2496,0.00
basbursen,0,0.00,0.00,0,-,C++,22,0,0,0,0,0,0,0,0,9984,2616,0.00
battousai,0,0.00,0.00,8,-,C++,72,0,0,0,0,0,2,0,0,11184,2700,0.00
battuzz94,0,0.01,0.00,1,2.7,Python,7,8,0,0,0,0,0,0,0,638,6428,0.00
bauldaise,0,0.03,0.02,5,-,C++,22,0,0,0,0,0,0,1328,0,10088,2608,0.00
bayleef,0,0.00,0.00,3,-,C++,36,0,0,0,0,0,0,0,0,8848,2600,0.00
baz1,-,-,-,2,-,C++,45,-,1,-,-,-1,0,-,-,-,-,-
bdzl,0,0.00,0.00,4,-,C++,22,0,0,0,0,134,0,0,0,11424,2624,0.00
beans,0,0.00,0.00,0,-,C++,13,0,0,0,0,0,2,0,0,9352,2716,0.00
